"id","source_site","source_url","crawled_at","name","slug","price","original_price","status","product_type","unit","unit_quantity","shipping_required","shipping_fee","free_shipping_threshold","estimated_delivery_days","created_at","updated_at","category_id","seller_id","parsed_ingredients"
6886,homeplus,https://mfront.homeplus.co.kr/item?itemNo=069484847&storeType=HYPER&storeId=37,2025-12-20 16:56:40.838 +0900,동원 자연산꼬막 280G,동원-자연산꼬막-280g,6990,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.839 +0900,2025-12-20 16:56:40.839 +0900,14,1,"{""brand"": ""동원"", ""grade"": null, ""state"": null, ""weight"": ""280G"", ""confidence"": 0.9, ""weight_unit"": ""g"", ""extracted_at"": ""2025-12-24T18:15:16.070333Z"", ""is_processed"": false, ""weight_value"": 280.0, ""main_ingredient"": ""꼬막"", ""sub_ingredients"": [], ""normalized_ingredient"": ""꼬막""}"
6885,homeplus,https://mfront.homeplus.co.kr/item?itemNo=069830951&storeType=HYPER&storeId=37,2025-12-20 16:56:40.831 +0900,동원 자연산 왕골뱅이 400G,동원-자연산-왕골뱅이-400g,13290,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.833 +0900,2025-12-20 16:56:40.833 +0900,14,1,"{""brand"": ""동원"", ""grade"": null, ""state"": null, ""weight"": ""400G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T18:15:18.339486Z"", ""is_processed"": false, ""weight_value"": 400.0, ""main_ingredient"": ""골뱅이"", ""sub_ingredients"": [], ""normalized_ingredient"": ""골뱅이""}"
6883,homeplus,https://mfront.homeplus.co.kr/item?itemNo=100854118&storeType=HYPER&storeId=37,2025-12-20 16:56:40.818 +0900,유동 자연산 골뱅이 230G,유동-자연산-골뱅이-230g,8390,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.820 +0900,2025-12-20 16:56:40.820 +0900,14,1,"{""brand"": ""유동"", ""grade"": null, ""state"": null, ""weight"": ""230G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T18:15:24.064531Z"", ""is_processed"": false, ""weight_value"": 230.0, ""main_ingredient"": ""골뱅이"", ""sub_ingredients"": [], ""normalized_ingredient"": ""골뱅이""}"
6882,homeplus,https://mfront.homeplus.co.kr/item?itemNo=128814144&storeType=HYPER&storeId=37,2025-12-20 16:56:40.812 +0900,동원 자연산 골뱅이 300G,동원-자연산-골뱅이-300g,9990,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.813 +0900,2025-12-20 16:56:40.813 +0900,14,1,"{""brand"": ""동원"", ""grade"": null, ""state"": null, ""weight"": ""300G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T18:15:26.389526Z"", ""is_processed"": false, ""weight_value"": 300.0, ""main_ingredient"": ""골뱅이"", ""sub_ingredients"": [], ""normalized_ingredient"": ""골뱅이""}"
6880,homeplus,https://mfront.homeplus.co.kr/item?itemNo=107687439&storeType=HYPER&storeId=37,2025-12-20 16:56:40.799 +0900,동원 자연산 골뱅이 230G,동원-자연산-골뱅이-230g,7990,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.800 +0900,2025-12-20 16:56:40.800 +0900,14,1,"{""brand"": ""동원"", ""grade"": null, ""state"": null, ""weight"": ""230G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T18:15:31.317597Z"", ""is_processed"": false, ""weight_value"": 230.0, ""main_ingredient"": ""골뱅이"", ""sub_ingredients"": [], ""normalized_ingredient"": ""골뱅이""}"
6876,homeplus,https://mfront.homeplus.co.kr/item?itemNo=071199290&storeType=HYPER&storeId=37,2025-12-20 16:56:40.772 +0900,simplus 밥위에 솔솔 야채 7G*3입,simplus-밥위에-솔솔-야채-7g3입,2190,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.773 +0900,2025-12-20 16:56:40.773 +0900,14,1,"{""brand"": ""simplus"", ""grade"": null, ""state"": null, ""weight"": ""7G*3입"", ""confidence"": 0.9, ""weight_unit"": ""g"", ""extracted_at"": ""2025-12-24T18:15:41.501632Z"", ""is_processed"": true, ""weight_value"": 21.0, ""main_ingredient"": ""야채"", ""sub_ingredients"": [], ""normalized_ingredient"": ""야채""}"
6864,homeplus,https://mfront.homeplus.co.kr/item?itemNo=000043621&storeType=HYPER&storeId=37,2025-12-20 16:56:40.691 +0900,오뚜기 3분 카레 약간 매운맛 200G,오뚜기-3분-카레-약간-매운맛-200g,1980,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.693 +0900,2025-12-20 16:56:40.693 +0900,14,1,"{""brand"": ""오뚜기"", ""grade"": null, ""state"": null, ""weight"": ""200G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T18:16:12.511529Z"", ""is_processed"": true, ""weight_value"": 200.0, ""main_ingredient"": ""카레"", ""sub_ingredients"": [], ""normalized_ingredient"": ""카레""}"
6863,homeplus,https://mfront.homeplus.co.kr/item?itemNo=000043303&storeType=HYPER&storeId=37,2025-12-20 16:56:40.685 +0900,오뚜기 카레 매운맛 100G,오뚜기-카레-매운맛-100g,2380,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.686 +0900,2025-12-20 16:56:40.686 +0900,14,1,"{""brand"": ""오뚜기"", ""grade"": null, ""state"": null, ""weight"": ""100G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T18:16:16.053810Z"", ""is_processed"": true, ""weight_value"": 100.0, ""main_ingredient"": ""카레"", ""sub_ingredients"": [], ""normalized_ingredient"": ""카레""}"
32,homeplus,https://mfront.homeplus.co.kr/item?itemNo=070854403&storeType=HYPER&storeId=37,2025-12-20 16:55:58.317 +0900,"16Brix 항공직송 체리(칠레) 450G(팩)","16brix-항공직송-체리칠레-450g팩",17990,17990,active,main,,1.00,true,0,,,2025-12-20 16:55:58.318 +0900,2025-12-20 17:07:52.532 +0900,1,1,"{""brand"": ""16Brix"", ""grade"": null, ""state"": ""상온"", ""weight"": ""450G(팩)"", ""confidence"": 0.9, ""weight_unit"": ""g"", ""extracted_at"": ""2025-12-24T19:54:19.171806Z"", ""is_processed"": false, ""weight_value"": 450.0, ""main_ingredient"": ""체리"", ""sub_ingredients"": [], ""normalized_ingredient"": ""체리""}"
39,homeplus,https://mfront.homeplus.co.kr/item?itemNo=071284528&storeType=HYPER&storeId=37,2025-12-20 16:55:58.355 +0900,햇 상주 반건시 6입 300G(팩),햇-상주-반건시-6입-300g팩,9990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.356 +0900,2025-12-20 16:55:58.356 +0900,1,1,"{""brand"": null, ""grade"": null, ""state"": null, ""weight"": ""300G"", ""confidence"": 0.9, ""weight_unit"": ""g"", ""extracted_at"": ""2025-12-24T19:54:40.769514Z"", ""is_processed"": false, ""weight_value"": 300.0, ""main_ingredient"": ""반건시"", ""sub_ingredients"": [], ""normalized_ingredient"": ""반건시""}"
54,homeplus,https://mfront.homeplus.co.kr/item?itemNo=069086646&storeType=HYPER&storeId=37,2025-12-20 16:55:58.439 +0900,내맘대로 잘라먹는 통파인애플 540G(통),내맘대로-잘라먹는-통파인애플-540g통,9990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.440 +0900,2025-12-20 16:55:58.440 +0900,1,1,"{""brand"": null, ""grade"": null, ""state"": null, ""weight"": ""540G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T19:55:20.795109Z"", ""is_processed"": false, ""weight_value"": 540.0, ""main_ingredient"": ""파인애플"", ""sub_ingredients"": [], ""normalized_ingredient"": ""파인애플""}"
58,homeplus,https://mfront.homeplus.co.kr/item?itemNo=125134763&storeType=HYPER&storeId=37,2025-12-20 16:55:58.462 +0900,상큼한 라임(멕시코산) 3입(팩),상큼한-라임멕시코산-3입팩,4990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.463 +0900,2025-12-20 16:55:58.463 +0900,1,1,"{""brand"": null, ""grade"": null, ""state"": null, ""weight"": ""3입(팩)"", ""confidence"": 0.9, ""weight_unit"": ""입"", ""extracted_at"": ""2025-12-24T19:55:31.640374Z"", ""is_processed"": false, ""weight_value"": 3.0, ""main_ingredient"": ""라임"", ""sub_ingredients"": [], ""normalized_ingredient"": ""라임""}"
6873,homeplus,https://mfront.homeplus.co.kr/item?itemNo=115261104&storeType=HYPER&storeId=37,2025-12-20 16:56:40.752 +0900,오뚜기 골드브라운 하이스 80G,오뚜기-골드브라운-하이스-80g,3280,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.753 +0900,2025-12-20 16:56:40.753 +0900,14,1,"{""brand"": ""오뚜기"", ""grade"": null, ""state"": null, ""weight"": ""80G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T18:15:49.839299Z"", ""is_processed"": true, ""weight_value"": 80.0, ""main_ingredient"": ""하이스"", ""sub_ingredients"": [], ""normalized_ingredient"": ""하이스""}"
6871,homeplus,https://mfront.homeplus.co.kr/item?itemNo=070741744&storeType=HYPER&storeId=37,2025-12-20 16:56:40.739 +0900,오뚜기 비밀카레 약간매운맛 100G,오뚜기-비밀카레-약간매운맛-100g,3780,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.740 +0900,2025-12-20 16:56:40.740 +0900,14,1,"{""brand"": ""오뚜기"", ""grade"": null, ""state"": null, ""weight"": ""100G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T18:15:55.484525Z"", ""is_processed"": true, ""weight_value"": 100.0, ""main_ingredient"": ""카레"", ""sub_ingredients"": [], ""normalized_ingredient"": ""카레""}"
6869,homeplus,https://mfront.homeplus.co.kr/item?itemNo=071199641&storeType=HYPER&storeId=37,2025-12-20 16:56:40.724 +0900,simplus 밥위에 솔솔 쇠고기 7G*3입,simplus-밥위에-솔솔-쇠고기-7g3입,2190,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.725 +0900,2025-12-20 16:56:40.725 +0900,14,1,"{""brand"": ""simplus"", ""grade"": null, ""state"": null, ""weight"": ""7G*3입"", ""confidence"": 0.9, ""weight_unit"": ""g"", ""extracted_at"": ""2025-12-24T18:16:01.381078Z"", ""is_processed"": true, ""weight_value"": 21.0, ""main_ingredient"": ""쇠고기"", ""sub_ingredients"": [], ""normalized_ingredient"": ""소고기""}"
6867,homeplus,https://mfront.homeplus.co.kr/item?itemNo=100727653&storeType=HYPER&storeId=37,2025-12-20 16:56:40.711 +0900,오뚜기 백세 카레 순한맛 100G,오뚜기-백세-카레-순한맛-100g,3780,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.713 +0900,2025-12-20 16:56:40.713 +0900,14,1,"{""brand"": ""오뚜기"", ""grade"": null, ""state"": null, ""weight"": ""100G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T18:16:06.819748Z"", ""is_processed"": true, ""weight_value"": 100.0, ""main_ingredient"": ""카레"", ""sub_ingredients"": [], ""normalized_ingredient"": ""카레""}"
61,homeplus,https://mfront.homeplus.co.kr/item?itemNo=111411523&storeType=HYPER&storeId=37,2025-12-20 16:55:58.480 +0900,썬키스트 자몽(미국) 4-8입(봉),썬키스트-자몽미국-4-8입봉,12990,12990,active,main,,1.00,true,0,,,2025-12-20 16:55:58.481 +0900,2025-12-20 17:07:54.335 +0900,1,1,"{""brand"": ""썬키스트"", ""grade"": null, ""state"": null, ""weight"": ""4-8입(봉)"", ""confidence"": 0.9, ""weight_unit"": null, ""extracted_at"": ""2025-12-24T19:55:39.499633Z"", ""is_processed"": false, ""weight_value"": null, ""main_ingredient"": ""자몽"", ""sub_ingredients"": [], ""normalized_ingredient"": ""자몽""}"
66,homeplus,https://mfront.homeplus.co.kr/item?itemNo=115128531&storeType=HYPER&storeId=37,2025-12-20 16:55:58.508 +0900,제스프리 더큰 그린키위(뉴질랜드) 개,제스프리-더큰-그린키위뉴질랜드-개,1290,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.509 +0900,2025-12-20 16:55:58.509 +0900,1,1,"{""brand"": ""제스프리"", ""grade"": null, ""state"": null, ""weight"": null, ""confidence"": 0.9, ""weight_unit"": null, ""extracted_at"": ""2025-12-24T19:55:52.329081Z"", ""is_processed"": false, ""weight_value"": null, ""main_ingredient"": ""키위"", ""sub_ingredients"": [], ""normalized_ingredient"": ""키위""}"
74,homeplus,https://mfront.homeplus.co.kr/item?itemNo=127701665&storeType=HYPER&storeId=37,2025-12-20 16:55:58.552 +0900,항공직송 애플망고(브라질) 개,항공직송-애플망고브라질-개,9990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.554 +0900,2025-12-20 16:55:58.554 +0900,1,1,"{""brand"": null, ""grade"": null, ""state"": null, ""weight"": null, ""confidence"": 0.9, ""weight_unit"": null, ""extracted_at"": ""2025-12-24T19:56:14.008347Z"", ""is_processed"": false, ""weight_value"": null, ""main_ingredient"": ""애플망고"", ""sub_ingredients"": [], ""normalized_ingredient"": ""망고""}"
76,homeplus,https://mfront.homeplus.co.kr/item?itemNo=148047468&storeType=HYPER&storeId=37,2025-12-20 16:55:58.564 +0900,프리미엄 속빨간 레드 용과 (개),프리미엄-속빨간-레드-용과-개,6990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.565 +0900,2025-12-20 16:55:58.565 +0900,1,1,"{""brand"": null, ""grade"": null, ""state"": null, ""weight"": null, ""confidence"": 0.9, ""weight_unit"": null, ""extracted_at"": ""2025-12-24T19:56:18.706214Z"", ""is_processed"": false, ""weight_value"": null, ""main_ingredient"": ""용과"", ""sub_ingredients"": [], ""normalized_ingredient"": ""용과""}"
80,homeplus,https://mfront.homeplus.co.kr/item?itemNo=128637745&storeType=HYPER&storeId=37,2025-12-20 16:55:58.587 +0900,Dole 후룻볼 망고 113G*4,dole-후룻볼-망고-113g4,4990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.588 +0900,2025-12-20 16:55:58.588 +0900,1,1,"{""brand"": ""Dole"", ""grade"": null, ""state"": null, ""weight"": ""113G*4"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T19:56:28.037181Z"", ""is_processed"": true, ""weight_value"": 113.0, ""main_ingredient"": ""망고"", ""sub_ingredients"": [], ""normalized_ingredient"": ""망고""}"
83,homeplus,https://mfront.homeplus.co.kr/item?itemNo=126196203&storeType=HYPER&storeId=37,2025-12-20 16:55:58.603 +0900,Dole 후룻컵 복숭아 198G,dole-후룻컵-복숭아-198g,2990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.604 +0900,2025-12-20 16:55:58.604 +0900,1,1,"{""brand"": ""Dole"", ""grade"": null, ""state"": null, ""weight"": ""198G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T19:56:36.367770Z"", ""is_processed"": false, ""weight_value"": 198.0, ""main_ingredient"": ""복숭아"", ""sub_ingredients"": [], ""normalized_ingredient"": ""복숭아""}"
86,homeplus,https://mfront.homeplus.co.kr/item?itemNo=070193211&storeType=HYPER&storeId=37,2025-12-20 16:55:58.618 +0900,원컵 파인애플 150G(팩),원컵-파인애플-150g팩,2990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.620 +0900,2025-12-20 16:55:58.620 +0900,1,1,"{""brand"": ""원컵"", ""grade"": null, ""state"": null, ""weight"": ""150G(팩)"", ""confidence"": 0.9, ""weight_unit"": ""g"", ""extracted_at"": ""2025-12-24T19:56:44.857058Z"", ""is_processed"": true, ""weight_value"": 150.0, ""main_ingredient"": ""파인애플"", ""sub_ingredients"": [], ""normalized_ingredient"": ""파인애플""}"
88,homeplus,https://mfront.homeplus.co.kr/item?itemNo=070192955&storeType=HYPER&storeId=37,2025-12-20 16:55:58.628 +0900,원컵 뷰티(사과/적포도/방울)150G(팩),원컵-뷰티사과적포도방울150g팩,2990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.630 +0900,2025-12-20 16:55:58.630 +0900,1,1,"{""brand"": ""원컵"", ""grade"": null, ""state"": null, ""weight"": ""150G"", ""confidence"": 0.9, ""weight_unit"": ""g"", ""extracted_at"": ""2025-12-24T19:56:50.885900Z"", ""is_processed"": true, ""weight_value"": 150.0, ""main_ingredient"": ""사과"", ""sub_ingredients"": [""적포도"", ""방울""], ""normalized_ingredient"": ""사과""}"
6861,homeplus,https://mfront.homeplus.co.kr/item?itemNo=059287877&storeType=HYPER&storeId=37,2025-12-20 16:56:40.671 +0900,티아시아 스파이시 비프 마살라 커리 전자레인지용 170G,티아시아-스파이시-비프-마살라-커리-전자레인지용-170g,3990,,active,main,,1.00,true,0,,,2025-12-20 16:56:40.673 +0900,2025-12-20 16:56:40.673 +0900,14,1,"{""brand"": ""티아시아"", ""grade"": null, ""state"": null, ""weight"": ""170G"", ""confidence"": 0.9, ""weight_unit"": ""g"", ""extracted_at"": ""2025-12-24T18:16:18.619523Z"", ""is_processed"": true, ""weight_value"": 170.0, ""main_ingredient"": ""소고기"", ""sub_ingredients"": [""커리""], ""normalized_ingredient"": ""소고기""}"
89,homeplus,https://mfront.homeplus.co.kr/item?itemNo=123707861&storeType=HYPER&storeId=37,2025-12-20 16:55:58.634 +0900,Dole 후룻바틀 망고 666G,dole-후룻바틀-망고-666g,8990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.635 +0900,2025-12-20 16:55:58.635 +0900,1,1,"{""brand"": ""Dole"", ""grade"": null, ""state"": null, ""weight"": ""666G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T19:56:53.359595Z"", ""is_processed"": false, ""weight_value"": 666.0, ""main_ingredient"": ""망고"", ""sub_ingredients"": [], ""normalized_ingredient"": ""망고""}"
91,homeplus,https://mfront.homeplus.co.kr/item?itemNo=127056374&storeType=HYPER&storeId=37,2025-12-20 16:55:58.644 +0900,Dole 후룻컵 망고 198G,dole-후룻컵-망고-198g,2990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.646 +0900,2025-12-20 16:55:58.646 +0900,1,1,"{""brand"": ""Dole"", ""grade"": null, ""state"": null, ""weight"": ""198G"", ""confidence"": 0.9, ""weight_unit"": ""G"", ""extracted_at"": ""2025-12-24T19:56:58.276721Z"", ""is_processed"": true, ""weight_value"": 198.0, ""main_ingredient"": ""망고"", ""sub_ingredients"": [], ""normalized_ingredient"": ""망고""}"
94,homeplus,https://mfront.homeplus.co.kr/item?itemNo=069818454&storeType=HYPER&storeId=37,2025-12-20 16:55:58.660 +0900,simplus 냉동 트리플베리 1KG,simplus-냉동-트리플베리-1kg,13900,13900,active,main,,1.00,true,0,,,2025-12-20 16:55:58.661 +0900,2025-12-20 17:07:55.788 +0900,1,1,"{""brand"": ""simplus"", ""grade"": null, ""state"": ""냉동"", ""weight"": ""1KG"", ""confidence"": 0.9, ""weight_unit"": ""kg"", ""extracted_at"": ""2025-12-24T19:57:06.518406Z"", ""is_processed"": true, ""weight_value"": 1.0, ""main_ingredient"": ""트리플베리"", ""sub_ingredients"": [], ""normalized_ingredient"": ""베리""}"
96,homeplus,https://mfront.homeplus.co.kr/item?itemNo=070862036&storeType=HYPER&storeId=37,2025-12-20 16:55:58.672 +0900,Simplus 미국산 냉동 블루베리 1KG,simplus-미국산-냉동-블루베리-1kg,9990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.673 +0900,2025-12-20 16:55:58.673 +0900,1,1,"{""brand"": ""Simplus"", ""grade"": null, ""state"": ""냉동"", ""weight"": ""1KG"", ""confidence"": 0.9, ""weight_unit"": ""kg"", ""extracted_at"": ""2025-12-24T19:57:13.598275Z"", ""is_processed"": false, ""weight_value"": 1.0, ""main_ingredient"": ""블루베리"", ""sub_ingredients"": [], ""normalized_ingredient"": ""블루베리""}"
98,homeplus,https://mfront.homeplus.co.kr/item?itemNo=129125537&storeType=HYPER&storeId=37,2025-12-20 16:55:58.683 +0900,simplus 냉동딸기 1KG,simplus-냉동딸기-1kg,6990,,active,main,,1.00,true,0,,,2025-12-20 16:55:58.684 +0900,2025-12-20 16:55:58.684 +0900,1,1,"{""brand"": ""simplus"", ""grade"": null, ""state"": ""냉동"", ""weight"": ""1KG"", ""confidence"": 0.9, ""weight_unit"": ""kg"", ""extracted_at"": ""2025-12-24T19:57:20.667234Z"", ""is_processed"": false, ""weight_value"": 1.0, ""main_ingredient"": ""딸기"", ""sub_ingredients"": [], ""normalized_ingredient"": ""딸기""}"
