"product_id","stock_quantity","safe_stock_level","updated_at","is_unlimited"
117,0,10,2025-12-20 16:55:58.788 +0900,true
118,0,10,2025-12-20 16:55:58.794 +0900,true
119,0,10,2025-12-20 16:55:58.800 +0900,true
120,0,10,2025-12-20 16:55:58.805 +0900,true
121,0,10,2025-12-20 16:55:58.810 +0900,true
122,0,10,2025-12-20 16:55:58.815 +0900,true
123,0,10,2025-12-20 16:55:58.820 +0900,true
124,0,10,2025-12-20 16:55:58.826 +0900,true
125,0,10,2025-12-20 16:55:58.831 +0900,true
126,0,10,2025-12-20 16:55:58.836 +0900,true
127,0,10,2025-12-20 16:55:58.841 +0900,true
128,0,10,2025-12-20 16:55:58.846 +0900,true
129,0,10,2025-12-20 16:55:58.851 +0900,true
130,0,10,2025-12-20 16:55:58.856 +0900,true
131,0,10,2025-12-20 16:55:58.863 +0900,true
132,0,10,2025-12-20 16:55:58.871 +0900,true
133,0,10,2025-12-20 16:55:58.878 +0900,true
134,0,10,2025-12-20 16:55:58.886 +0900,true
135,0,10,2025-12-20 16:55:58.893 +0900,true
136,0,10,2025-12-20 16:55:58.900 +0900,true
137,0,10,2025-12-20 16:55:58.910 +0900,true
138,0,10,2025-12-20 16:55:58.916 +0900,true
139,0,10,2025-12-20 16:55:58.921 +0900,true
140,0,10,2025-12-20 16:55:58.927 +0900,true
141,0,10,2025-12-20 16:55:58.933 +0900,true
142,0,10,2025-12-20 16:55:58.938 +0900,true
143,0,10,2025-12-20 16:55:58.944 +0900,true
144,0,10,2025-12-20 16:55:58.950 +0900,true
145,0,10,2025-12-20 16:55:58.956 +0900,true
146,0,10,2025-12-20 16:55:58.963 +0900,true
147,0,10,2025-12-20 16:55:58.969 +0900,true
148,0,10,2025-12-20 16:55:58.975 +0900,true
149,0,10,2025-12-20 16:55:58.980 +0900,true
150,0,10,2025-12-20 16:55:58.986 +0900,true
151,0,10,2025-12-20 16:55:58.991 +0900,true
152,0,10,2025-12-20 16:55:58.997 +0900,true
153,0,10,2025-12-20 16:55:59.002 +0900,true
154,0,10,2025-12-20 16:55:59.008 +0900,true
155,0,10,2025-12-20 16:55:59.014 +0900,true
156,0,10,2025-12-20 16:55:59.020 +0900,true
157,0,10,2025-12-20 16:55:59.026 +0900,true
158,0,10,2025-12-20 16:55:59.031 +0900,true
159,0,10,2025-12-20 16:55:59.037 +0900,true
160,0,10,2025-12-20 16:55:59.043 +0900,true
161,0,10,2025-12-20 16:55:59.048 +0900,true
162,0,10,2025-12-20 16:55:59.054 +0900,true
163,0,10,2025-12-20 16:55:59.060 +0900,true
164,0,10,2025-12-20 16:55:59.065 +0900,true
165,0,10,2025-12-20 16:55:59.071 +0900,true
166,0,10,2025-12-20 16:55:59.077 +0900,true
167,0,10,2025-12-20 16:55:59.084 +0900,true
168,0,10,2025-12-20 16:55:59.090 +0900,true
169,0,10,2025-12-20 16:55:59.096 +0900,true
170,0,10,2025-12-20 16:55:59.102 +0900,true
171,0,10,2025-12-20 16:55:59.109 +0900,true
172,0,10,2025-12-20 16:55:59.114 +0900,true
173,0,10,2025-12-20 16:55:59.121 +0900,true
174,0,10,2025-12-20 16:55:59.126 +0900,true
175,0,10,2025-12-20 16:55:59.132 +0900,true
176,0,10,2025-12-20 16:55:59.138 +0900,true
177,0,10,2025-12-20 16:55:59.143 +0900,true
178,0,10,2025-12-20 16:55:59.149 +0900,true
179,0,10,2025-12-20 16:55:59.155 +0900,true
180,0,10,2025-12-20 16:55:59.161 +0900,true
181,0,10,2025-12-20 16:55:59.167 +0900,true
182,0,10,2025-12-20 16:55:59.173 +0900,true
183,0,10,2025-12-20 16:55:59.178 +0900,true
184,0,10,2025-12-20 16:55:59.185 +0900,true
185,0,10,2025-12-20 16:55:59.190 +0900,true
186,0,10,2025-12-20 16:55:59.195 +0900,true
187,0,10,2025-12-20 16:55:59.201 +0900,true
188,0,10,2025-12-20 16:55:59.207 +0900,true
189,0,10,2025-12-20 16:55:59.212 +0900,true
190,0,10,2025-12-20 16:55:59.218 +0900,true
191,0,10,2025-12-20 16:55:59.224 +0900,true
192,0,10,2025-12-20 16:55:59.229 +0900,true
193,0,10,2025-12-20 16:55:59.235 +0900,true
194,0,10,2025-12-20 16:55:59.240 +0900,true
195,0,10,2025-12-20 16:55:59.245 +0900,true
196,0,10,2025-12-20 16:55:59.251 +0900,true
197,0,10,2025-12-20 16:55:59.257 +0900,true
198,0,10,2025-12-20 16:55:59.262 +0900,true
199,0,10,2025-12-20 16:55:59.267 +0900,true
200,0,10,2025-12-20 16:55:59.272 +0900,true
201,0,10,2025-12-20 16:55:59.278 +0900,true
202,0,10,2025-12-20 16:55:59.283 +0900,true
203,0,10,2025-12-20 16:55:59.288 +0900,true
204,0,10,2025-12-20 16:55:59.293 +0900,true
205,0,10,2025-12-20 16:55:59.298 +0900,true
206,0,10,2025-12-20 16:55:59.303 +0900,true
207,0,10,2025-12-20 16:55:59.309 +0900,true
208,0,10,2025-12-20 16:55:59.315 +0900,true
209,0,10,2025-12-20 16:55:59.321 +0900,true
210,0,10,2025-12-20 16:55:59.326 +0900,true
211,0,10,2025-12-20 16:55:59.331 +0900,true
212,0,10,2025-12-20 16:55:59.337 +0900,true
213,0,10,2025-12-20 16:55:59.344 +0900,true
214,0,10,2025-12-20 16:55:59.350 +0900,true
215,0,10,2025-12-20 16:55:59.356 +0900,true
216,0,10,2025-12-20 16:55:59.361 +0900,true
217,0,10,2025-12-20 16:55:59.368 +0900,true
218,0,10,2025-12-20 16:55:59.374 +0900,true
219,0,10,2025-12-20 16:55:59.380 +0900,true
220,0,10,2025-12-20 16:55:59.386 +0900,true
221,0,10,2025-12-20 16:55:59.392 +0900,true
222,0,10,2025-12-20 16:55:59.398 +0900,true
223,0,10,2025-12-20 16:55:59.404 +0900,true
224,0,10,2025-12-20 16:55:59.410 +0900,true
225,0,10,2025-12-20 16:55:59.416 +0900,true
226,0,10,2025-12-20 16:55:59.421 +0900,true
227,0,10,2025-12-20 16:55:59.426 +0900,true
228,0,10,2025-12-20 16:55:59.432 +0900,true
229,0,10,2025-12-20 16:55:59.438 +0900,true
230,0,10,2025-12-20 16:55:59.443 +0900,true
231,0,10,2025-12-20 16:55:59.449 +0900,true
232,0,10,2025-12-20 16:55:59.454 +0900,true
233,0,10,2025-12-20 16:55:59.459 +0900,true
234,0,10,2025-12-20 16:55:59.465 +0900,true
235,0,10,2025-12-20 16:55:59.470 +0900,true
236,0,10,2025-12-20 16:55:59.477 +0900,true
237,0,10,2025-12-20 16:55:59.482 +0900,true
238,0,10,2025-12-20 16:55:59.488 +0900,true
239,0,10,2025-12-20 16:55:59.493 +0900,true
240,0,10,2025-12-20 16:55:59.499 +0900,true
241,0,10,2025-12-20 16:55:59.504 +0900,true
242,0,10,2025-12-20 16:55:59.509 +0900,true
243,0,10,2025-12-20 16:55:59.514 +0900,true
244,0,10,2025-12-20 16:55:59.519 +0900,true
245,0,10,2025-12-20 16:55:59.525 +0900,true
246,0,10,2025-12-20 16:55:59.530 +0900,true
247,0,10,2025-12-20 16:55:59.535 +0900,true
248,0,10,2025-12-20 16:55:59.541 +0900,true
249,0,10,2025-12-20 16:55:59.546 +0900,true
250,0,10,2025-12-20 16:55:59.551 +0900,true
251,0,10,2025-12-20 16:55:59.557 +0900,true
252,0,10,2025-12-20 16:55:59.562 +0900,true
253,0,10,2025-12-20 16:55:59.568 +0900,true
254,0,10,2025-12-20 16:55:59.573 +0900,true
255,0,10,2025-12-20 16:55:59.579 +0900,true
256,0,10,2025-12-20 16:55:59.585 +0900,true
257,0,10,2025-12-20 16:55:59.590 +0900,true
258,0,10,2025-12-20 16:55:59.595 +0900,true
259,0,10,2025-12-20 16:55:59.601 +0900,true
260,0,10,2025-12-20 16:55:59.606 +0900,true
261,0,10,2025-12-20 16:55:59.611 +0900,true
262,0,10,2025-12-20 16:55:59.616 +0900,true
263,0,10,2025-12-20 16:55:59.621 +0900,true
264,0,10,2025-12-20 16:55:59.627 +0900,true
265,0,10,2025-12-20 16:55:59.632 +0900,true
266,0,10,2025-12-20 16:55:59.637 +0900,true
267,0,10,2025-12-20 16:55:59.643 +0900,true
268,0,10,2025-12-20 16:55:59.648 +0900,true
269,0,10,2025-12-20 16:55:59.653 +0900,true
270,0,10,2025-12-20 16:55:59.659 +0900,true
271,0,10,2025-12-20 16:55:59.664 +0900,true
272,0,10,2025-12-20 16:55:59.669 +0900,true
273,0,10,2025-12-20 16:55:59.675 +0900,true
274,0,10,2025-12-20 16:55:59.680 +0900,true
275,0,10,2025-12-20 16:55:59.685 +0900,true
276,0,10,2025-12-20 16:55:59.691 +0900,true
277,0,10,2025-12-20 16:55:59.696 +0900,true
278,0,10,2025-12-20 16:55:59.702 +0900,true
279,0,10,2025-12-20 16:55:59.708 +0900,true
280,0,10,2025-12-20 16:55:59.714 +0900,true
281,0,10,2025-12-20 16:55:59.719 +0900,true
282,0,10,2025-12-20 16:55:59.724 +0900,true
283,0,10,2025-12-20 16:55:59.729 +0900,true
284,0,10,2025-12-20 16:55:59.735 +0900,true
285,0,10,2025-12-20 16:55:59.740 +0900,true
286,0,10,2025-12-20 16:55:59.745 +0900,true
287,0,10,2025-12-20 16:55:59.750 +0900,true
288,0,10,2025-12-20 16:55:59.756 +0900,true
289,0,10,2025-12-20 16:55:59.761 +0900,true
290,0,10,2025-12-20 16:55:59.766 +0900,true
291,0,10,2025-12-20 16:55:59.772 +0900,true
292,0,10,2025-12-20 16:55:59.777 +0900,true
293,0,10,2025-12-20 16:55:59.782 +0900,true
294,0,10,2025-12-20 16:55:59.788 +0900,true
295,0,10,2025-12-20 16:55:59.793 +0900,true
296,0,10,2025-12-20 16:55:59.798 +0900,true
297,0,10,2025-12-20 16:55:59.804 +0900,true
298,0,10,2025-12-20 16:55:59.809 +0900,true
299,0,10,2025-12-20 16:55:59.814 +0900,true
300,0,10,2025-12-20 16:55:59.819 +0900,true
301,0,10,2025-12-20 16:55:59.825 +0900,true
302,0,10,2025-12-20 16:55:59.830 +0900,true
303,0,10,2025-12-20 16:55:59.835 +0900,true
304,0,10,2025-12-20 16:55:59.841 +0900,true
305,0,10,2025-12-20 16:55:59.847 +0900,true
306,0,10,2025-12-20 16:55:59.853 +0900,true
307,0,10,2025-12-20 16:55:59.858 +0900,true
308,0,10,2025-12-20 16:55:59.863 +0900,true
309,0,10,2025-12-20 16:55:59.868 +0900,true
310,0,10,2025-12-20 16:55:59.874 +0900,true
311,0,10,2025-12-20 16:55:59.880 +0900,true
312,0,10,2025-12-20 16:55:59.885 +0900,true
313,0,10,2025-12-20 16:55:59.891 +0900,true
314,0,10,2025-12-20 16:55:59.896 +0900,true
315,0,10,2025-12-20 16:55:59.902 +0900,true
316,0,10,2025-12-20 16:55:59.907 +0900,true
317,0,10,2025-12-20 16:55:59.912 +0900,true
318,0,10,2025-12-20 16:55:59.917 +0900,true
319,0,10,2025-12-20 16:55:59.923 +0900,true
320,0,10,2025-12-20 16:55:59.928 +0900,true
321,0,10,2025-12-20 16:55:59.934 +0900,true
322,0,10,2025-12-20 16:55:59.939 +0900,true
323,0,10,2025-12-20 16:55:59.944 +0900,true
324,0,10,2025-12-20 16:55:59.950 +0900,true
325,0,10,2025-12-20 16:55:59.955 +0900,true
326,0,10,2025-12-20 16:55:59.960 +0900,true
327,0,10,2025-12-20 16:55:59.966 +0900,true
328,0,10,2025-12-20 16:55:59.971 +0900,true
329,0,10,2025-12-20 16:55:59.976 +0900,true
330,0,10,2025-12-20 16:55:59.981 +0900,true
331,0,10,2025-12-20 16:55:59.986 +0900,true
332,0,10,2025-12-20 16:55:59.992 +0900,true
333,0,10,2025-12-20 16:55:59.997 +0900,true
334,0,10,2025-12-20 16:56:00.003 +0900,true
335,0,10,2025-12-20 16:56:00.008 +0900,true
336,0,10,2025-12-20 16:56:00.014 +0900,true
337,0,10,2025-12-20 16:56:00.019 +0900,true
338,0,10,2025-12-20 16:56:00.024 +0900,true
339,0,10,2025-12-20 16:56:00.030 +0900,true
340,0,10,2025-12-20 16:56:00.035 +0900,true
341,0,10,2025-12-20 16:56:00.040 +0900,true
342,0,10,2025-12-20 16:56:00.046 +0900,true
343,0,10,2025-12-20 16:56:00.052 +0900,true
344,0,10,2025-12-20 16:56:00.057 +0900,true
345,0,10,2025-12-20 16:56:00.062 +0900,true
346,0,10,2025-12-20 16:56:00.068 +0900,true
347,0,10,2025-12-20 16:56:00.073 +0900,true
348,0,10,2025-12-20 16:56:00.079 +0900,true
349,0,10,2025-12-20 16:56:00.085 +0900,true
350,0,10,2025-12-20 16:56:00.090 +0900,true
351,0,10,2025-12-20 16:56:00.096 +0900,true
352,0,10,2025-12-20 16:56:00.101 +0900,true
353,0,10,2025-12-20 16:56:00.107 +0900,true
354,0,10,2025-12-20 16:56:00.113 +0900,true
355,0,10,2025-12-20 16:56:00.118 +0900,true
356,0,10,2025-12-20 16:56:00.124 +0900,true
357,0,10,2025-12-20 16:56:00.129 +0900,true
358,0,10,2025-12-20 16:56:00.135 +0900,true
359,0,10,2025-12-20 16:56:00.140 +0900,true
360,0,10,2025-12-20 16:56:00.145 +0900,true
361,0,10,2025-12-20 16:56:00.151 +0900,true
362,0,10,2025-12-20 16:56:00.156 +0900,true
363,0,10,2025-12-20 16:56:00.162 +0900,true
364,0,10,2025-12-20 16:56:00.167 +0900,true
365,0,10,2025-12-20 16:56:00.172 +0900,true
366,0,10,2025-12-20 16:56:00.177 +0900,true
367,0,10,2025-12-20 16:56:00.183 +0900,true
368,0,10,2025-12-20 16:56:00.188 +0900,true
369,0,10,2025-12-20 16:56:00.194 +0900,true
370,0,10,2025-12-20 16:56:00.199 +0900,true
371,0,10,2025-12-20 16:56:00.205 +0900,true
372,0,10,2025-12-20 16:56:00.211 +0900,true
373,0,10,2025-12-20 16:56:00.216 +0900,true
374,0,10,2025-12-20 16:56:00.222 +0900,true
375,0,10,2025-12-20 16:56:00.227 +0900,true
376,0,10,2025-12-20 16:56:00.233 +0900,true
377,0,10,2025-12-20 16:56:00.239 +0900,true
378,0,10,2025-12-20 16:56:00.244 +0900,true
379,0,10,2025-12-20 16:56:00.250 +0900,true
380,0,10,2025-12-20 16:56:00.256 +0900,true
381,0,10,2025-12-20 16:56:00.261 +0900,true
382,0,10,2025-12-20 16:56:00.267 +0900,true
383,0,10,2025-12-20 16:56:00.273 +0900,true
384,0,10,2025-12-20 16:56:00.279 +0900,true
385,0,10,2025-12-20 16:56:00.285 +0900,true
386,0,10,2025-12-20 16:56:00.292 +0900,true
387,0,10,2025-12-20 16:56:00.298 +0900,true
388,0,10,2025-12-20 16:56:00.305 +0900,true
389,0,10,2025-12-20 16:56:00.311 +0900,true
390,0,10,2025-12-20 16:56:00.319 +0900,true
391,0,10,2025-12-20 16:56:00.325 +0900,true
392,0,10,2025-12-20 16:56:00.331 +0900,true
393,0,10,2025-12-20 16:56:00.338 +0900,true
394,0,10,2025-12-20 16:56:00.344 +0900,true
395,0,10,2025-12-20 16:56:00.350 +0900,true
396,0,10,2025-12-20 16:56:00.357 +0900,true
397,0,10,2025-12-20 16:56:00.363 +0900,true
398,0,10,2025-12-20 16:56:00.370 +0900,true
399,0,10,2025-12-20 16:56:00.376 +0900,true
400,0,10,2025-12-20 16:56:00.381 +0900,true
401,0,10,2025-12-20 16:56:00.387 +0900,true
402,0,10,2025-12-20 16:56:00.394 +0900,true
403,0,10,2025-12-20 16:56:00.400 +0900,true
404,0,10,2025-12-20 16:56:00.406 +0900,true
405,0,10,2025-12-20 16:56:00.412 +0900,true
406,0,10,2025-12-20 16:56:00.417 +0900,true
407,0,10,2025-12-20 16:56:00.424 +0900,true
408,0,10,2025-12-20 16:56:00.430 +0900,true
409,0,10,2025-12-20 16:56:00.436 +0900,true
410,0,10,2025-12-20 16:56:00.442 +0900,true
411,0,10,2025-12-20 16:56:00.449 +0900,true
412,0,10,2025-12-20 16:56:00.455 +0900,true
413,0,10,2025-12-20 16:56:00.461 +0900,true
414,0,10,2025-12-20 16:56:00.468 +0900,true
415,0,10,2025-12-20 16:56:00.473 +0900,true
416,0,10,2025-12-20 16:56:00.480 +0900,true
417,0,10,2025-12-20 16:56:00.487 +0900,true
418,0,10,2025-12-20 16:56:00.493 +0900,true
419,0,10,2025-12-20 16:56:00.498 +0900,true
420,0,10,2025-12-20 16:56:00.505 +0900,true
421,0,10,2025-12-20 16:56:00.511 +0900,true
422,0,10,2025-12-20 16:56:00.517 +0900,true
423,0,10,2025-12-20 16:56:00.523 +0900,true
424,0,10,2025-12-20 16:56:00.529 +0900,true
425,0,10,2025-12-20 16:56:00.536 +0900,true
426,0,10,2025-12-20 16:56:00.542 +0900,true
427,0,10,2025-12-20 16:56:00.550 +0900,true
428,0,10,2025-12-20 16:56:00.556 +0900,true
429,0,10,2025-12-20 16:56:00.563 +0900,true
430,0,10,2025-12-20 16:56:00.569 +0900,true
431,0,10,2025-12-20 16:56:00.576 +0900,true
432,0,10,2025-12-20 16:56:00.582 +0900,true
433,0,10,2025-12-20 16:56:00.588 +0900,true
434,0,10,2025-12-20 16:56:00.594 +0900,true
435,0,10,2025-12-20 16:56:00.600 +0900,true
436,0,10,2025-12-20 16:56:00.605 +0900,true
437,0,10,2025-12-20 16:56:00.612 +0900,true
438,0,10,2025-12-20 16:56:00.617 +0900,true
439,0,10,2025-12-20 16:56:00.624 +0900,true
440,0,10,2025-12-20 16:56:00.630 +0900,true
441,0,10,2025-12-20 16:56:00.636 +0900,true
442,0,10,2025-12-20 16:56:00.641 +0900,true
443,0,10,2025-12-20 16:56:00.647 +0900,true
444,0,10,2025-12-20 16:56:00.653 +0900,true
445,0,10,2025-12-20 16:56:00.659 +0900,true
446,0,10,2025-12-20 16:56:00.668 +0900,true
447,0,10,2025-12-20 16:56:00.677 +0900,true
448,0,10,2025-12-20 16:56:00.685 +0900,true
449,0,10,2025-12-20 16:56:00.692 +0900,true
450,0,10,2025-12-20 16:56:00.701 +0900,true
451,0,10,2025-12-20 16:56:00.710 +0900,true
452,0,10,2025-12-20 16:56:00.717 +0900,true
453,0,10,2025-12-20 16:56:00.722 +0900,true
454,0,10,2025-12-20 16:56:00.728 +0900,true
455,0,10,2025-12-20 16:56:00.734 +0900,true
456,0,10,2025-12-20 16:56:00.740 +0900,true
457,0,10,2025-12-20 16:56:00.746 +0900,true
458,0,10,2025-12-20 16:56:00.752 +0900,true
459,0,10,2025-12-20 16:56:00.758 +0900,true
460,0,10,2025-12-20 16:56:00.764 +0900,true
461,0,10,2025-12-20 16:56:00.769 +0900,true
462,0,10,2025-12-20 16:56:00.775 +0900,true
463,0,10,2025-12-20 16:56:00.781 +0900,true
464,0,10,2025-12-20 16:56:00.788 +0900,true
465,0,10,2025-12-20 16:56:00.794 +0900,true
466,0,10,2025-12-20 16:56:00.800 +0900,true
467,0,10,2025-12-20 16:56:00.806 +0900,true
468,0,10,2025-12-20 16:56:00.811 +0900,true
469,0,10,2025-12-20 16:56:00.817 +0900,true
470,0,10,2025-12-20 16:56:00.823 +0900,true
471,0,10,2025-12-20 16:56:00.828 +0900,true
472,0,10,2025-12-20 16:56:00.834 +0900,true
473,0,10,2025-12-20 16:56:00.841 +0900,true
474,0,10,2025-12-20 16:56:00.847 +0900,true
475,0,10,2025-12-20 16:56:00.853 +0900,true
476,0,10,2025-12-20 16:56:00.859 +0900,true
477,0,10,2025-12-20 16:56:00.865 +0900,true
478,0,10,2025-12-20 16:56:00.870 +0900,true
479,0,10,2025-12-20 16:56:00.876 +0900,true
480,0,10,2025-12-20 16:56:00.881 +0900,true
481,0,10,2025-12-20 16:56:00.887 +0900,true
482,0,10,2025-12-20 16:56:00.893 +0900,true
483,0,10,2025-12-20 16:56:00.899 +0900,true
484,0,10,2025-12-20 16:56:00.905 +0900,true
485,0,10,2025-12-20 16:56:00.911 +0900,true
486,0,10,2025-12-20 16:56:00.917 +0900,true
487,0,10,2025-12-20 16:56:00.923 +0900,true
488,0,10,2025-12-20 16:56:00.928 +0900,true
489,0,10,2025-12-20 16:56:00.935 +0900,true
490,0,10,2025-12-20 16:56:00.941 +0900,true
491,0,10,2025-12-20 16:56:00.948 +0900,true
492,0,10,2025-12-20 16:56:00.953 +0900,true
493,0,10,2025-12-20 16:56:00.959 +0900,true
494,0,10,2025-12-20 16:56:00.965 +0900,true
495,0,10,2025-12-20 16:56:00.972 +0900,true
496,0,10,2025-12-20 16:56:00.978 +0900,true
497,0,10,2025-12-20 16:56:00.985 +0900,true
498,0,10,2025-12-20 16:56:00.992 +0900,true
499,0,10,2025-12-20 16:56:00.998 +0900,true
500,0,10,2025-12-20 16:56:01.005 +0900,true
501,0,10,2025-12-20 16:56:01.011 +0900,true
502,0,10,2025-12-20 16:56:01.017 +0900,true
503,0,10,2025-12-20 16:56:01.023 +0900,true
504,0,10,2025-12-20 16:56:01.029 +0900,true
505,0,10,2025-12-20 16:56:01.035 +0900,true
506,0,10,2025-12-20 16:56:01.041 +0900,true
507,0,10,2025-12-20 16:56:01.047 +0900,true
508,0,10,2025-12-20 16:56:01.053 +0900,true
509,0,10,2025-12-20 16:56:01.059 +0900,true
510,0,10,2025-12-20 16:56:01.064 +0900,true
511,0,10,2025-12-20 16:56:01.071 +0900,true
512,0,10,2025-12-20 16:56:01.077 +0900,true
513,0,10,2025-12-20 16:56:01.082 +0900,true
514,0,10,2025-12-20 16:56:01.089 +0900,true
515,0,10,2025-12-20 16:56:01.094 +0900,true
516,0,10,2025-12-20 16:56:01.100 +0900,true
